timestamp,ch_cane_feed_rate_tph,ch_trash_pct,ch_cane_pol_pct,ch_cane_brix_pct,ch_net_cane_tph,ch_fibre_tph,ch_sucrose_tph,ch_cane_purity_pct,mill_imbibition_water_pct,mill_mill_speed_rpm,mill_bagasse_moisture_pct,mill_juice_tph,mill_imbibition_tph,mill_mill_extraction_pct,mill_juice_brix_pct,mill_juice_pol_pct,mill_bagasse_wet_tph,mill_shift,mill_cane_source,clar_lime_dosage_kg_tc,clar_clarification_temp_c,clar_clarified_juice_tph,clar_mud_tph,clar_estimated_ph,clar_clarified_purity_pct,clar_turbidity_reduction_pct,evap_juice_brix_in_pct,evap_steam_flow_tph,evap_steam_economy,evap_syrup_out_tph,evap_water_evaporated_tph,evap_juice_brix_out_pct,evap_actual_steam_needed_tph,cryst_supersaturation_coeff,cryst_vacuum_pressure_mbar,cryst_massecuite_brix_pct,cryst_pan_temp_c,cryst_crystal_yield_pct,cryst_crystal_tph,cryst_molasses_tph,cryst_massecuite_tph,cent_centrifuge_speed_rpm,cent_wash_water_m3_hr,cent_sugar_tph,cent_molasses_tph_out,cent_g_factor,cent_separation_efficiency_pct,cent_final_sugar_purity_pct
22/03/2025 02:00 AM,117.033,2.217,13.397,15.891,114.439,14.305,15.332,84.311,15.702,5.012,57.266,127.975,17.97,96.126,17.102,15.049,33.474,morning,member,0.942,91.344,117.737,10.238,7.413,85.557,89.824,17.102,26.877,3.215,31.314,86.422,57.15,26.877,1.306,84.899,91.674,72.006,30.0,5.369,12.527,17.896,1336.315,1.352,7.94,9.956,449.147,88.737,99.606
22/03/2025 03:00 AM,219.48,9.362,12.47,13.992,198.932,24.867,24.807,89.122,38.606,6.428,57.139,267.139,76.799,95.681,13.895,12.228,58.017,morning,member,0.856,89.952,245.768,21.371,7.284,90.39,90.426,13.895,46.592,2.76,117.173,128.595,45.0,46.592,1.292,43.546,91.503,64.467,30.0,15.818,36.91,52.728,827.306,1.127,22.409,30.319,172.149,85.0,99.538
22/03/2025 04:00 AM,237.316,5.526,14.365,17.049,224.202,28.025,32.207,84.258,21.725,5.879,56.119,264.221,48.709,96.124,16.258,14.307,63.867,night,member,0.656,98.133,243.084,21.138,6.983,85.774,92.502,16.258,48.343,3.643,66.975,176.109,55.168,48.343,1.287,98.0,91.444,73.626,30.0,11.085,25.864,36.949,1247.701,0.687,16.234,20.715,391.554,87.873,99.406
22/03/2025 05:00 AM,144.064,3.124,12.572,14.723,139.563,17.445,17.546,85.393,37.69,4.056,53.945,186.159,52.601,95.697,14.023,12.341,37.88,night,member,0.809,101.045,171.266,14.893,7.214,87.146,95.493,14.023,57.501,3.119,25.69,145.576,78.0,46.671,1.195,58.712,90.342,67.841,41.33,8.282,11.756,20.038,1394.271,0.397,8.95,11.088,488.951,89.334,99.319
22/03/2025 06:00 AM,178.823,9.384,15.782,18.343,162.043,20.255,25.574,86.041,27.797,5.12,43.68,200.88,45.044,96.17,15.408,13.559,35.965,night,estate,0.632,89.976,184.81,16.07,6.947,87.209,88.917,15.408,26.154,3.399,95.899,88.91,45.0,26.154,0.91,54.292,86.922,66.957,30.0,12.946,30.208,43.155,1252.989,1.912,18.972,24.183,394.88,87.923,99.774
22/03/2025 07:00 AM,219.701,6.442,12.137,14.69,205.548,25.694,24.948,82.626,27.48,6.956,42.159,253.661,56.484,95.928,15.453,13.599,44.421,night,member,0.478,95.884,233.369,20.293,6.718,83.892,89.212,15.453,30.829,3.796,116.329,117.039,45.0,30.829,1.091,49.185,89.095,65.842,30.0,15.704,36.644,52.348,866.421,0.874,22.248,30.1,188.812,85.0,99.462
22/03/2025 08:00 AM,174.821,5.095,18.58,22.015,165.914,20.739,30.827,84.397,26.265,5.801,51.442,203.039,43.578,96.111,15.623,13.748,42.71,morning,estate,1.466,102.39,186.796,16.243,8.198,85.583,86.859,15.623,23.161,4.477,83.109,103.686,45.0,23.161,1.261,62.92,91.132,68.623,30.0,11.22,26.179,37.399,1165.043,1.515,16.291,21.108,341.393,87.121,99.654
22/03/2025 09:00 AM,174.99,6.011,18.765,20.802,164.47,20.559,30.863,90.21,38.061,7.728,53.532,220.675,62.598,96.112,13.972,12.295,44.243,morning,member,0.692,87.742,203.021,17.654,7.038,91.343,88.843,13.972,48.741,3.193,47.384,155.637,65.126,48.741,1.3,41.551,91.606,63.937,30.0,9.258,21.601,30.859,1141.879,1.027,13.411,17.448,327.952,86.919,99.508
22/03/2025 10:00 AM,126.617,7.609,14.133,16.773,116.983,14.623,16.533,84.256,20.203,6.524,48.012,136.179,23.634,96.207,16.472,14.495,28.127,morning,member,0.516,94.518,125.285,10.894,6.775,85.501,89.179,16.472,59.16,3.283,18.793,106.492,78.0,32.438,0.981,67.086,87.775,69.347,33.844,4.961,9.697,14.658,1004.802,1.239,6.289,8.369,253.94,85.809,99.572
22/03/2025 11:00 AM,288.149,1.968,13.821,16.084,282.478,35.31,39.042,85.93,30.291,4.911,58.975,356.665,85.566,95.972,15.059,13.252,86.068,night,outside,1.001,92.838,328.132,28.533,7.502,87.182,89.62,15.059,27.914,3.274,236.756,91.377,45.0,27.914,1.051,65.746,88.617,69.119,30.0,31.962,74.578,106.54,967.59,1.823,45.563,60.977,235.48,85.532,99.747
22/03/2025 12:00 PM,250.099,8.716,12.731,15.075,228.301,28.538,29.065,84.451,22.945,6.842,45.022,271.245,52.383,95.866,16.088,14.157,51.907,night,estate,0.7,106.624,249.546,21.7,7.051,85.976,92.807,16.088,55.884,3.405,59.285,190.261,63.981,55.884,1.174,42.214,90.089,64.116,30.0,11.379,26.552,37.931,1107.035,1.471,16.429,21.502,308.243,86.624,99.641
22/03/2025 01:00 PM,100.249,9.615,18.334,19.946,90.609,11.326,16.613,91.922,37.881,4.653,45.032,121.505,34.324,96.217,13.997,12.317,20.605,morning,outside,0.884,89.974,111.785,9.72,7.327,93.165,90.05,13.997,51.407,3.57,16.768,95.017,78.0,26.617,1.331,79.783,91.97,71.304,46.079,6.027,7.052,13.079,1340.855,0.438,5.806,7.273,452.204,88.783,99.331
22/03/2025 02:00 PM,253.123,5.886,16.108,18.985,238.223,29.778,38.373,84.846,19.234,3.279,57.377,274.842,45.819,96.139,16.607,14.614,69.864,morning,member,1.556,99.818,252.855,21.987,8.334,85.879,84.92,16.607,26.13,2.561,185.933,66.921,45.0,26.13,0.923,62.568,87.082,68.559,30.0,25.101,58.569,83.67,1353.828,1.063,37.198,46.472,460.997,88.915,99.519
22/03/2025 03:00 PM,247.959,6.982,16.271,18.161,230.648,28.831,37.528,89.59,31.905,5.778,50.178,295.163,73.588,96.067,14.833,13.053,57.868,night,estate,0.625,94.815,271.55,23.613,6.937,90.945,90.758,14.833,46.578,4.183,76.712,194.838,53.806,46.578,1.378,94.358,92.542,73.198,30.0,12.383,28.893,41.276,992.57,1.887,17.69,23.586,247.795,85.717,99.766
22/03/2025 04:00 PM,101.946,8.668,18.271,20.708,93.109,11.639,17.012,88.232,25.544,4.123,40.72,113.338,23.784,96.182,15.724,13.837,19.633,night,member,0.77,106.67,104.271,9.067,7.155,89.818,93.728,15.724,24.869,3.672,15.641,88.63,78.0,24.137,1.347,73.898,92.162,70.439,46.64,5.69,6.51,12.2,915.377,1.671,5.195,7.005,210.752,85.161,99.701
22/03/2025 05:00 PM,173.921,4.061,18.376,20.744,166.858,20.857,30.661,88.582,31.531,2.149,43.918,213.13,52.611,96.201,14.886,13.099,37.191,morning,outside,1.016,113.886,196.08,17.05,7.524,89.712,88.325,14.886,35.314,3.349,77.797,118.283,45.0,35.314,1.011,47.283,88.134,65.397,30.0,10.503,24.506,35.009,1107.569,0.751,15.164,19.845,308.541,86.628,99.425
22/03/2025 06:00 PM,221.35,9.932,17.798,20.235,199.365,24.921,35.484,87.96,18.94,3.284,51.302,229.336,37.76,96.093,16.648,14.651,51.174,morning,estate,0.91,110.95,210.99,18.347,7.366,89.303,90.93,16.648,50.624,2.503,84.276,126.714,45.0,50.624,0.988,73.308,87.861,70.348,30.0,11.377,26.547,37.924,1106.932,1.644,16.425,21.499,308.186,86.623,99.693
22/03/2025 07:00 PM,190.55,6.965,17.414,19.665,177.279,22.16,30.871,88.553,24.841,3.002,46.519,214.597,44.039,96.209,15.822,13.924,41.435,night,outside,0.518,100.505,197.429,17.168,6.778,90.04,91.601,15.822,57.469,3.082,29.614,167.815,78.0,54.453,1.167,78.071,89.999,71.059,40.331,9.316,13.783,23.099,883.589,0.24,9.817,13.282,196.368,85.0,99.272
22/03/2025 08:00 PM,255.597,4.528,18.141,20.125,244.024,30.503,44.268,90.138,17.682,6.769,49.788,277.701,43.147,96.119,16.825,14.806,60.748,morning,member,1.294,110.683,255.485,22.216,7.941,91.146,85.86,16.825,48.798,3.081,105.126,150.359,45.0,48.798,1.316,87.077,91.795,72.292,30.0,14.192,33.115,47.307,1042.401,1.628,20.365,26.941,273.3,86.1,99.688
22/03/2025 09:00 PM,185.092,6.935,18.132,20.529,172.256,21.532,31.233,88.322,39.219,6.36,55.879,233.111,67.558,96.109,13.809,12.152,48.802,morning,member,0.964,106.292,214.462,18.649,7.447,89.802,92.063,13.809,29.076,3.885,101.497,112.966,45.0,29.076,1.203,43.526,90.437,64.462,30.0,13.702,31.972,45.674,1183.58,1.668,19.933,25.74,352.343,87.285,99.7
22/03/2025 10:00 PM,130.773,5.456,14.581,16.173,123.638,15.455,18.027,90.154,20.35,5.687,49.901,144.024,25.16,96.139,16.451,14.477,30.848,morning,member,0.711,90.744,132.502,11.522,7.066,91.423,90.29,16.451,51.333,2.82,19.875,112.627,78.0,39.938,1.072,57.368,88.867,67.58,37.028,5.74,9.762,15.503,897.673,1.122,6.592,8.911,202.678,85.04,99.537
22/03/2025 11:00 PM,295.283,1.561,18.814,20.798,290.675,36.334,54.687,90.458,39.831,7.606,49.303,394.97,115.778,96.05,13.724,12.077,71.67,night,estate,1.324,105.745,363.372,31.598,7.986,91.636,87.427,13.724,43.113,2.694,247.211,116.161,45.0,43.113,1.027,44.926,88.327,64.819,30.0,33.374,77.872,111.245,978.791,0.233,47.621,63.624,240.963,85.614,99.27
23/03/2025 12:00 AM,148.408,8.061,16.964,20.034,136.445,17.056,23.146,84.677,25.462,3.069,43.52,165.985,34.742,96.187,15.735,13.847,30.198,night,outside,0.859,102.54,152.706,13.279,7.288,86.403,94.989,15.735,37.479,3.969,22.906,129.8,78.0,32.703,1.257,72.064,91.08,70.155,43.483,7.769,10.098,17.867,1211.19,0.672,7.82,10.047,368.974,87.535,99.402
23/03/2025 01:00 AM,243.538,5.862,14.591,17.777,229.263,28.658,33.453,82.08,16.789,2.979,42.926,258.836,38.49,96.11,16.95,14.916,50.212,night,outside,0.782,91.119,238.13,20.707,7.173,83.429,91.404,16.95,28.709,3.462,138.734,99.395,45.0,28.709,1.087,85.132,89.039,72.037,30.0,18.729,43.701,62.43,1299.068,1.207,27.584,34.847,424.458,88.367,99.562
23/03/2025 02:00 AM,128.631,8.061,15.094,18.025,118.263,14.783,17.851,83.741,15.439,7.455,48.633,132.004,18.259,96.18,17.138,15.082,28.779,night,member,1.304,114.188,121.443,10.56,7.955,84.601,84.326,17.138,49.473,4.029,18.217,103.227,78.0,25.622,1.363,94.502,92.357,73.216,47.209,6.708,7.501,14.209,1246.759,0.913,6.242,7.967,390.963,87.864,99.474
23/03/2025 03:00 AM,165.803,1.972,16.81,19.575,162.533,20.317,27.322,85.874,29.974,5.881,44.192,205.021,48.718,96.167,15.104,13.291,36.405,night,outside,0.533,109.468,188.62,16.402,6.799,87.135,89.406,15.104,37.272,2.926,79.543,109.077,45.0,37.272,1.243,67.608,90.911,69.434,30.0,10.738,25.056,35.794,1355.191,1.274,15.916,19.879,461.926,88.929,99.582
23/03/2025 04:00 AM,188.406,5.614,14.528,17.65,177.828,22.228,25.834,82.309,30.368,5.346,48.009,225.001,54.003,96.159,15.048,13.243,42.754,night,estate,1.49,108.065,207.001,18.0,8.236,83.245,84.253,15.048,31.33,2.798,119.331,87.67,45.0,31.33,1.184,50.558,90.21,66.153,30.0,16.11,37.589,53.699,1310.333,1.65,23.756,29.943,431.851,88.478,99.695
23/03/2025 05:00 AM,138.446,7.783,17.786,19.542,127.671,15.959,22.707,91.016,28.12,6.439,51.311,158.604,35.901,96.109,15.363,13.52,32.777,night,member,0.456,114.317,145.916,12.688,6.685,92.014,86.434,15.363,25.784,2.636,77.953,67.962,45.0,25.784,0.904,93.668,86.852,73.116,30.0,10.524,24.555,35.079,1062.588,0.68,15.13,19.949,283.989,86.26,99.404
23/03/2025 06:00 AM,189.992,9.889,13.036,15.587,171.204,21.4,22.319,83.637,16.66,3.69,42.251,193.006,28.523,96.075,16.968,14.931,37.057,morning,member,0.568,114.648,177.566,15.441,6.852,84.722,87.808,16.968,45.21,3.307,28.054,149.512,78.0,45.21,1.393,41.702,92.72,63.978,48.266,10.562,11.32,21.882,1343.024,0.572,9.716,12.166,453.668,88.805,99.372
23/03/2025 07:00 AM,131.433,8.902,18.353,20.086,119.733,14.967,21.975,91.374,23.288,5.569,43.929,143.074,27.883,96.207,16.04,14.115,26.692,morning,member,0.679,99.298,131.628,11.446,7.018,92.956,93.279,16.04,44.013,3.51,19.744,111.884,78.0,31.872,1.024,57.246,88.286,67.556,35.333,5.441,9.959,15.4,1039.106,1.401,6.628,8.773,271.575,86.074,99.62
23/03/2025 08:00 AM,211.801,8.711,14.108,17.164,193.351,24.169,27.279,82.197,23.977,4.561,57.143,232.234,46.359,96.133,15.943,14.03,56.394,morning,estate,1.211,100.176,213.655,18.579,7.816,83.555,89.728,15.943,59.077,3.422,32.048,181.607,78.0,53.075,1.16,48.035,89.924,65.575,40.111,10.027,14.971,24.998,939.286,1.536,10.665,14.333,221.905,85.329,99.661
23/03/2025 09:00 AM,232.743,2.851,13.069,15.61,226.107,28.263,29.55,83.721,32.62,3.842,52.669,290.755,73.757,95.971,14.733,12.965,59.715,morning,member,1.224,110.475,267.494,23.26,7.837,84.8,86.88,14.733,48.631,4.01,72.488,195.007,56.091,48.631,1.046,97.61,88.549,73.581,30.0,12.198,28.461,40.659,1174.329,1.29,17.728,22.931,346.857,87.203,99.587
23/03/2025 10:00 AM,112.487,8.461,18.006,21.126,102.97,12.871,18.541,85.231,25.471,7.258,54.896,125.187,26.228,96.106,15.734,13.846,28.537,morning,member,1.594,104.002,115.172,10.015,8.391,86.237,84.477,15.734,41.012,3.773,17.276,97.897,78.0,25.946,0.913,59.311,86.953,67.956,31.445,4.237,9.238,13.475,1384.799,0.624,6.012,7.463,482.33,89.235,99.387
23/03/2025 11:00 AM,274.226,2.108,13.676,16.774,268.445,33.556,36.713,81.531,29.324,2.964,49.773,336.545,78.719,96.044,15.195,13.371,66.807,morning,member,1.056,87.362,309.621,26.924,7.585,82.514,86.684,15.195,33.867,3.175,202.107,107.515,45.0,33.867,1.002,56.279,88.027,67.363,30.0,27.284,63.664,90.948,1273.375,0.572,40.071,50.877,407.834,88.118,99.372
23/03/2025 12:00 PM,137.028,2.382,17.904,20.336,133.764,16.721,23.949,88.039,22.158,2.107,53.778,158.215,29.64,96.121,16.198,14.254,36.174,morning,member,1.394,105.733,145.558,12.657,8.091,89.155,86.487,16.198,48.565,3.493,21.834,123.724,78.0,35.416,1.357,52.265,92.281,66.528,46.987,8.002,9.028,17.03,1188.162,1.907,7.436,9.594,355.076,87.326,99.772
23/03/2025 01:00 PM,145.072,1.546,14.074,16.568,142.83,17.854,20.102,84.948,33.15,4.155,48.666,184.746,47.347,96.198,14.659,12.9,34.78,night,outside,0.942,99.189,169.966,14.78,7.413,86.508,92.957,14.659,32.743,3.017,71.173,98.793,45.0,32.743,1.073,61.112,88.877,68.293,30.0,9.608,22.42,32.028,1287.088,1.436,14.132,17.896,416.665,88.25,99.631
23/03/2025 02:00 PM,232.27,8.647,18.537,20.094,212.185,26.523,39.333,92.254,16.169,3.19,42.591,238.133,34.309,96.06,17.036,14.992,46.2,night,member,1.171,86.778,219.082,19.051,7.756,93.111,84.905,17.036,30.806,3.654,106.51,112.572,45.0,30.806,0.969,79.284,87.632,71.233,30.0,14.379,33.551,47.929,841.795,1.696,20.37,27.559,178.231,85.0,99.709
23/03/2025 03:00 PM,193.75,1.528,13.534,16.081,190.789,23.849,25.82,84.161,39.713,6.866,48.746,259.266,75.767,96.179,13.74,12.091,46.53,morning,estate,0.473,112.422,238.525,20.741,6.71,85.25,87.418,13.74,52.199,2.724,96.353,142.171,45.0,52.199,0.939,60.075,87.262,68.1,30.0,13.008,30.351,43.359,892.145,1.702,18.428,24.931,200.19,85.003,99.71
23/03/2025 04:00 PM,199.879,1.812,12.488,15.342,196.257,24.532,24.508,81.392,31.037,2.76,52.522,248.922,60.913,95.797,14.955,13.16,51.67,morning,member,1.386,92.001,229.009,19.914,8.08,82.264,84.084,14.955,31.366,2.626,146.654,82.354,45.0,31.366,1.128,50.649,89.534,66.173,30.0,19.798,46.196,65.995,1222.845,1.075,28.919,37.075,376.109,87.642,99.523
23/03/2025 05:00 PM,125.631,2.836,18.556,20.523,122.068,15.259,22.651,90.414,18.722,7.625,45.058,140.258,22.853,96.18,16.679,14.678,27.772,night,member,1.182,113.575,129.037,11.221,7.772,91.408,86.218,16.679,25.774,3.936,27.596,101.441,71.075,25.774,0.987,64.293,87.843,68.866,30.0,5.884,13.73,19.614,1045.425,1.638,8.446,11.168,274.888,86.123,99.691
23/03/2025 06:00 PM,261.147,5.94,13.159,16.632,245.634,30.704,32.324,79.119,32.937,3.005,54.077,316.513,80.905,95.918,14.689,12.926,66.86,morning,outside,1.155,100.066,291.192,25.321,7.732,80.522,90.439,14.689,27.316,3.908,184.43,106.762,45.0,27.316,1.139,51.935,89.664,66.456,30.0,24.898,58.095,82.994,1333.362,1.24,36.811,46.183,447.164,88.707,99.572
23/03/2025 07:00 PM,223.411,8.862,18.609,22.059,203.613,25.452,37.89,84.361,34.664,7.336,42.671,266.332,70.58,96.139,14.447,12.713,44.396,morning,member,0.664,104.342,245.025,21.307,6.997,85.946,93.233,14.447,41.882,3.675,91.088,153.937,45.0,41.882,1.06,41.572,88.715,63.943,30.0,12.297,28.693,40.99,864.633,1.024,17.421,23.569,188.033,85.0,99.507
23/03/2025 08:00 PM,127.076,4.473,17.768,19.834,121.392,15.174,21.569,89.585,34.715,3.01,44.634,158.917,42.141,96.198,14.44,12.707,27.407,night,outside,0.886,92.898,146.204,12.713,7.329,90.944,91.203,14.44,52.019,3.102,21.931,124.273,78.0,40.061,0.941,69.207,87.288,69.698,32.425,5.547,11.559,17.106,1023.902,0.871,7.352,9.754,263.686,85.955,99.461
23/03/2025 09:00 PM,174.8,5.69,12.573,15.499,164.854,20.607,20.728,81.122,21.768,2.288,54.508,193.652,35.886,95.701,16.252,14.302,45.297,morning,estate,0.675,114.584,178.16,15.492,7.012,82.306,89.279,16.252,29.256,2.831,95.346,82.814,45.0,29.256,1.063,73.237,88.75,70.337,30.0,12.872,30.034,42.906,1194.72,1.242,18.747,24.159,359.007,87.385,99.573
23/03/2025 10:00 PM,262.082,2.082,15.116,16.676,256.626,32.078,38.792,90.645,38.966,4.927,44.696,346.562,99.997,96.08,13.845,12.183,58.004,night,outside,1.245,86.406,318.837,27.725,7.868,91.421,83.751,13.845,44.011,3.399,169.258,149.579,45.0,44.011,1.181,61.993,90.167,68.455,30.0,22.85,53.316,76.166,890.753,0.5,32.371,43.796,199.566,85.0,99.35
23/03/2025 11:00 PM,213.671,3.026,12.514,15.345,207.204,25.901,25.929,81.548,15.443,4.138,52.581,230.483,31.999,95.791,17.138,15.081,54.62,morning,member,1.595,110.862,212.044,18.439,8.392,82.278,81.729,17.138,21.279,2.723,154.092,57.952,45.0,21.279,1.294,50.771,91.527,66.2,30.0,20.802,48.539,69.341,1046.21,0.255,29.862,39.48,275.301,86.13,99.277
24/03/2025 12:00 AM,121.73,1.772,14.309,17.057,119.572,14.947,17.109,83.889,24.496,5.587,54.117,144.205,29.29,96.105,15.871,13.966,32.576,night,estate,0.632,87.008,132.669,11.536,6.948,84.938,87.731,15.871,38.059,3.788,19.9,112.768,78.0,29.77,0.902,53.227,86.821,66.734,31.062,4.822,10.701,15.522,1319.271,1.523,6.874,8.648,437.763,88.566,99.657
24/03/2025 01:00 AM,174.555,4.394,14.461,17.605,166.885,20.861,24.132,82.139,17.605,5.844,44.247,189.911,29.381,96.192,16.835,14.815,37.416,night,member,0.549,112.215,174.718,15.193,6.823,83.305,88.522,16.835,24.824,3.563,86.272,88.446,45.0,24.824,1.105,72.58,89.261,70.235,30.0,11.647,27.176,38.823,826.409,1.424,16.5,22.323,171.776,85.0,99.627
24/03/2025 02:00 AM,148.539,6.108,16.197,18.306,139.466,17.433,22.59,88.481,24.621,7.606,50.103,168.443,34.339,96.156,15.853,13.951,34.939,night,outside,0.805,112.261,154.967,13.475,7.207,89.866,91.829,15.853,59.271,3.373,23.245,131.722,78.0,39.051,0.981,59.097,87.776,67.915,33.846,6.137,11.995,18.131,1351.749,0.341,8.059,10.072,459.582,88.894,99.302
24/03/2025 03:00 AM,203.493,3.198,18.831,22.087,196.985,24.623,37.095,85.258,16.431,7.716,58.842,221.724,32.366,96.128,17.0,14.96,59.826,morning,estate,1.006,96.036,203.986,17.738,7.509,86.634,90.834,17.0,36.958,2.559,109.408,94.578,45.0,36.958,1.182,70.33,90.186,69.88,30.0,14.77,34.464,49.234,1111.469,1.171,21.333,27.901,310.717,86.661,99.551
24/03/2025 04:00 AM,268.672,8.537,13.188,16.404,245.736,30.717,32.408,80.396,31.124,4.97,51.836,312.413,76.484,96.009,14.943,13.149,63.776,night,estate,1.243,102.999,287.42,24.993,7.864,81.757,89.623,14.943,27.221,3.901,181.229,106.191,45.0,27.221,0.947,98.238,87.363,73.653,30.0,24.466,57.087,81.553,1161.548,1.649,35.512,46.041,339.348,87.09,99.695
24/03/2025 05:00 AM,187.253,9.822,14.304,17.143,168.862,21.108,24.154,83.438,16.562,3.252,40.742,190.412,27.966,96.201,16.981,14.944,35.62,morning,outside,0.995,110.622,175.179,15.233,7.493,84.718,89.914,16.981,50.345,4.255,26.277,148.903,78.0,34.997,1.09,51.578,89.077,66.378,37.64,7.715,12.781,20.496,938.627,0.416,8.744,11.752,221.594,85.324,99.325
24/03/2025 06:00 AM,186.668,1.641,16.11,18.554,183.604,22.951,29.578,86.824,30.396,3.484,43.906,232.443,55.809,96.204,15.045,13.239,40.915,morning,outside,1.583,94.5,213.848,18.595,8.374,87.62,82.436,15.045,28.05,3.892,104.686,109.162,45.0,28.05,1.223,90.235,90.679,72.694,30.0,14.133,32.976,47.109,1054.178,1.853,20.302,26.807,279.511,86.193,99.756
24/03/2025 07:00 AM,281.07,0.67,13.2,15.937,279.188,34.898,36.853,82.827,20.852,2.598,56.405,326.391,58.217,96.055,16.381,14.415,80.051,morning,estate,1.289,88.889,300.28,26.111,7.933,83.663,84.158,16.381,20.59,3.582,226.522,73.758,45.0,20.59,1.141,78.336,89.696,71.097,30.0,30.58,71.354,101.935,1318.377,0.925,45.135,56.799,437.169,88.558,99.478
24/03/2025 08:00 AM,215.237,8.003,16.975,19.935,198.012,24.751,33.612,85.152,19.479,3.679,49.557,229.015,38.57,96.179,16.573,14.584,49.068,morning,estate,0.624,112.484,210.694,18.321,6.936,86.374,89.432,16.573,35.267,3.993,69.867,140.827,45.838,35.267,0.998,81.962,87.976,71.608,30.0,9.608,22.418,32.025,1251.25,0.289,14.076,17.949,393.785,87.907,99.287
24/03/2025 09:00 AM,213.238,2.311,14.826,18.276,208.31,26.039,30.883,81.12,23.675,7.468,41.398,249.549,49.317,96.122,15.985,14.067,44.433,night,outside,0.752,87.229,229.585,19.964,7.129,82.287,89.45,15.985,44.658,3.969,52.314,177.271,66.707,44.658,1.115,55.909,89.374,67.289,30.0,10.469,24.428,34.897,1374.845,0.909,15.552,19.345,475.421,89.131,99.473
24/03/2025 10:00 AM,152.382,3.855,18.647,20.39,146.508,18.313,27.319,91.45,31.024,4.188,47.178,186.363,45.453,96.179,14.957,13.162,34.67,night,member,1.364,88.953,171.454,14.909,8.045,92.221,83.173,14.957,31.666,3.982,45.373,126.081,57.438,31.666,0.93,45.01,87.163,64.84,30.0,7.818,18.243,26.061,1227.984,0.909,11.426,14.635,379.277,87.689,99.473
24/03/2025 11:00 AM,221.545,4.245,16.409,18.535,212.14,26.517,34.81,88.529,29.455,5.777,54.286,266.262,62.486,96.058,15.176,13.355,58.007,morning,estate,1.454,90.319,244.961,21.301,8.181,89.273,82.501,15.176,37.025,2.948,135.812,109.149,45.0,37.025,1.245,66.972,90.938,69.327,30.0,18.335,42.781,61.115,1000.113,1.23,26.21,34.905,251.576,85.774,99.569
24/03/2025 12:00 PM,215.182,9.208,14.542,17.603,195.369,24.421,28.41,82.608,32.012,7.887,54.881,250.337,62.541,96.124,14.818,13.04,54.126,morning,outside,1.037,103.541,230.31,20.027,7.556,84.133,92.179,14.818,31.745,2.764,142.569,87.74,45.0,31.745,1.293,60.14,91.516,68.112,30.0,19.247,44.909,64.156,1327.002,1.789,28.435,35.721,442.908,88.644,99.737
24/03/2025 01:00 PM,179.37,6.759,17.036,19.355,167.247,20.906,28.493,88.022,37.975,2.64,51.755,224.268,63.511,96.119,13.984,12.306,43.333,night,member,0.941,94.559,206.326,17.941,7.411,89.397,91.124,13.984,55.391,2.747,54.178,152.148,57.886,55.391,0.903,43.597,86.832,64.48,30.0,9.408,21.953,31.362,1008.835,0.997,13.46,17.901,255.983,85.84,99.499
24/03/2025 02:00 PM,298.139,0.886,17.871,20.716,295.498,36.937,52.809,86.267,20.083,6.652,55.032,343.155,59.344,96.045,16.488,14.51,82.141,morning,estate,0.583,101.724,315.702,27.452,6.875,87.861,92.963,16.488,29.816,2.673,236.012,79.69,45.0,29.816,1.269,84.109,91.231,71.9,30.0,31.862,74.344,106.205,948.479,0.244,45.347,60.859,226.27,85.394,99.273
24/03/2025 03:00 PM,276.378,0.641,17.603,19.37,274.607,34.326,48.34,90.881,25.334,6.198,48.484,333.184,69.569,95.997,15.753,13.863,66.631,night,estate,0.696,108.383,306.529,26.655,7.043,92.332,92.036,15.753,25.057,4.263,199.714,106.815,45.0,25.057,1.067,99.779,88.8,73.829,30.0,26.961,62.91,89.871,842.804,1.203,38.195,51.676,178.658,85.0,99.561
24/03/2025 04:00 PM,249.917,2.396,13.839,16.758,243.929,30.491,33.758,82.585,21.646,6.914,49.529,287.307,52.8,96.137,16.27,14.317,60.413,morning,outside,1.245,103.126,264.322,22.985,7.867,83.94,89.548,16.27,34.905,3.509,141.841,122.481,45.0,34.905,0.973,60.679,87.676,68.213,30.0,19.149,44.68,63.829,973.981,0.368,27.312,36.517,238.601,85.579,99.31
24/03/2025 05:00 PM,207.469,3.523,14.919,17.767,200.161,25.02,29.862,83.97,29.659,2.823,48.602,251.792,59.365,96.136,15.148,13.33,48.679,morning,member,0.459,112.321,231.648,20.143,6.688,85.05,87.266,15.148,33.03,2.869,136.9,94.748,45.0,33.03,1.098,99.049,89.171,73.746,30.0,18.482,43.124,61.605,935.729,1.702,26.276,35.329,220.227,85.303,99.711
24/03/2025 06:00 PM,192.412,5.103,15.165,17.837,182.593,22.824,27.691,85.022,22.085,5.011,45.852,215.929,40.326,96.172,16.208,14.263,42.152,night,estate,1.126,88.014,198.655,17.274,7.69,85.969,85.998,16.208,43.61,3.343,52.872,145.783,57.111,43.61,1.108,93.212,89.302,73.06,30.0,9.059,21.137,30.196,1383.661,1.211,13.471,16.725,481.538,89.223,99.563
